t,x,speed
5,41,36.685436
5,42,37.14061
5,43,38.93216
5,44,39.68144
5,45,39.56509
5,46,40.222652
5,47,41.39418
5,48,42.25021
5,49,42.65105
5,50,44.49379
5,51,49.45879
5,52,50.492935
5,53,48.320545
5,54,48.391895
5,55,48.237854
5,56,49.52292
5,57,51.514393
5,58,51.396267
5,59,51.55987
5,60,52.752277
5,61,56.767014
5,62,57.926323
5,63,56.776745
5,64,51.376602
5,65,52.5045
5,66,53.314697
5,67,53.35639
5,68,54.61729
5,69,54.537224
5,70,56.39311
5,71,58.23558
5,72,57.716564
5,73,54.773273
5,74,55.62797
5,75,61.541843
5,76,64.11293
5,77,61.14331
5,78,59.988026
5,79,60.942062
5,80,63.282196
6,0,24.513641
6,1,20.512684
6,2,18.09091
6,3,19.993872
6,4,21.139505
6,5,15.781452
6,6,14.952483
6,7,18.98564
6,8,13.549396
6,9,13.947657
6,10,14.0508795
6,11,11.447796
6,12,7.0915236
6,13,7.7595706
6,14,7.3647323
6,15,6.7496
6,16,5.931968
6,17,13.460507
6,18,32.690937
6,19,32.226215
6,20,33.229538
6,21,33.728535
6,22,33.519913
6,23,33.7105
6,24,33.760174
6,25,33.98975
6,26,32.551495
6,27,33.08695
6,28,32.553112
6,29,32.04928
6,30,31.855143
6,31,31.86496
6,32,33.621166
6,33,34.933178
6,34,33.244225
6,35,32.6255
6,36,33.796776
6,37,34.098347
6,38,35.532608
6,39,36.586082
6,40,37.600994
6,41,37.489357
6,42,37.998608
6,43,39.707733
6,44,40.48737
6,45,40.40275
6,46,40.946007
6,47,42.042034
6,48,42.831432
6,49,43.183765
6,50,44.646408
6,51,49.23153
6,52,49.917076
6,53,47.4483
6,54,47.27445
6,55,47.210835
6,56,48.501087
6,57,50.255302
6,58,50.54644
6,59,50.722794
6,60,51.724453
6,61,55.61429
6,62,56.69154
6,63,55.441868
6,64,49.51652
6,65,50.421074
6,66,51.171726
6,67,50.75214
6,68,51.68687
6,69,51.73084
6,70,53.23736
6,71,55.104927
6,72,54.430603
6,73,52.49432
6,74,53.27195
6,75,56.65509
6,76,60.8153
6,77,57.808994
6,78,57.01401
6,79,57.902477
6,80,60.075485
7,0,13.566667
7,1,15.949043
7,2,15.294086
7,3,13.410657
7,4,15.16673
7,5,9.903468
7,6,11.053462
7,7,11.927287
7,8,15.886993
7,9,8.11513
7,10,11.658167
7,11,7.852344
7,12,7.58063
7,13,11.973378
7,14,6.7697806
7,15,10.002962
7,16,12.156961
7,17,16.675037
7,18,19.057009
7,19,13.862794
7,20,18.395666
7,21,33.799034
7,22,33.656895
7,23,34.067802
7,24,34.121964
7,25,34.212536
7,26,32.844555
7,27,33.26054
7,28,32.84045
7,29,32.31211
7,30,31.983873
7,31,32.28233
7,32,33.751404
7,33,34.841114
7,34,33.47682
7,35,33.13707
7,36,34.206684
7,37,34.581936
7,38,36.167366
7,39,37.179817
7,40,38.42979
7,41,38.43544
7,42,38.772102
7,43,40.532715
7,44,41.290543
7,45,41.25429
7,46,41.786396
7,47,42.75146
7,48,43.37315
7,49,43.522823
7,50,44.731865
7,51,48.888878
7,52,49.51355
7,53,47.068985
7,54,46.754307
7,55,46.614655
7,56,47.340565
7,57,48.930424
7,58,49.078743
7,59,49.250916
7,60,49.923733
7,61,53.889595
7,62,54.525597
7,63,53.39166
7,64,47.79815
7,65,48.013737
7,66,48.68875
7,67,48.705242
7,68,49.51356
7,69,49.40227
7,70,50.93936
7,71,53.428658
7,72,52.774292
7,73,50.848076
7,74,51.72599
7,75,53.294003
7,76,58.351944
7,77,55.79465
7,78,55.330692
7,79,55.914986
7,80,57.86223
8,0,35.65192
8,1,10.111373
8,2,10.853639
8,3,12.045611
8,4,13.820497
8,5,10.820779
8,6,13.743927
8,7,14.064395
8,8,13.52849
8,9,17.695333
8,10,14.242991
8,11,12.659116
8,12,13.7567005
8,13,13.675328
8,14,16.499813
8,15,20.900293
8,16,23.640247
8,17,25.091639
8,18,24.949495
8,19,27.554888
8,20,29.41014
8,21,29.593555
8,22,31.693895
8,23,30.493397
8,24,46.79889
8,25,47.769333
8,26,32.97633
8,27,33.206104
8,28,32.786106
8,29,32.37425
8,30,32.056145
8,31,32.45316
8,32,34.332672
8,33,35.525284
8,34,33.859753
8,35,33.629536
8,36,34.81015
8,37,35.253548
8,38,36.896664
8,39,37.897785
8,40,39.047264
8,41,39.085648
8,42,39.356625
8,43,41.0084
8,44,41.71354
8,45,41.78061
8,46,42.284115
8,47,43.26025
8,48,43.70163
8,49,43.711414
8,50,44.729366
8,51,48.894047
8,52,49.186024
8,53,46.322792
8,54,45.682583
8,55,45.416206
8,56,45.871437
8,57,47.246418
8,58,47.380825
8,59,47.587383
8,60,48.032707
8,61,51.93441
8,62,52.479927
8,63,51.30499
8,64,46.243958
8,65,46.46422
8,66,47.419033
8,67,47.19105
8,68,47.7413
8,69,47.74174
8,70,49.315117
8,71,51.668827
8,72,51.115215
8,73,49.792942
8,74,50.619766
8,75,50.676327
8,76,56.95819
8,77,54.326706
8,78,53.89454
8,79,54.828953
8,80,56.480953
9,0,53.562668
9,1,16.9136
9,2,13.400311
9,3,13.184695
9,4,11.596026
9,5,12.317223
9,6,15.890377
9,7,18.374434
9,8,20.220676
9,9,19.584888
9,10,21.013004
9,11,20.903967
9,12,21.012877
9,13,24.51756
9,14,28.677874
9,15,25.982471
9,16,27.248571
9,17,28.051662
9,18,29.480404
9,19,30.892418
9,20,29.867596
9,21,30.15508
9,22,30.480429
9,23,33.364307
9,24,33.72092
9,25,34.075855
9,26,35.616
9,27,36.409
9,28,37.918713
9,29,38.875465
9,30,35.694355
9,31,30.296934
9,32,28.6792
9,33,36.1955
9,34,34.671173
9,35,34.413265
9,36,35.34989
9,37,35.915913
9,38,37.461494
9,39,38.418636
9,40,39.700394
9,41,39.729584
9,42,39.892525
9,43,41.41239
9,44,42.204967
9,45,41.7966
9,46,42.501587
9,47,43.492577
9,48,43.6844
9,49,43.641026
9,50,44.376343
9,51,48.466576
9,52,48.443745
9,53,45.492172
9,54,44.58792
9,55,44.22006
9,56,44.743908
9,57,45.762
9,58,46.136093
9,59,46.08168
9,60,47.087925
9,61,50.688725
9,62,50.97789
9,63,49.66442
9,64,45.24851
9,65,45.481014
9,66,46.322594
9,67,46.263847
9,68,46.91643
9,69,46.816025
9,70,48.35818
9,71,50.561356
9,72,50.281113
9,73,49.070847
9,74,49.811
9,75,49.298008
9,76,54.53117
9,77,53.222717
9,78,52.767036
9,79,53.430325
9,80,55.34072
10,0,12.078
10,1,13.783956
10,2,13.57139
10,3,14.74
10,4,19.403015
10,5,21.265873
10,6,23.968111
10,7,26.928127
10,8,31.082193
10,9,32.148518
10,10,29.18785
10,11,27.614058
10,12,29.36072
10,13,30.233067
10,14,30.04808
10,15,32.68167
10,16,31.860432
10,17,32.891285
10,18,30.318666
10,19,30.718834
10,20,32.53689
10,21,33.315475
10,22,33.341293
10,23,35.418858
10,24,33.840946
10,25,34.16389
10,26,33.642616
10,27,35.09046
10,28,33.427746
10,29,33.28417
10,30,33.466362
10,31,34.66925
10,32,31.936373
10,33,30.803188
10,34,28.779667
10,35,22.962133
10,36,28.438667
10,37,26.422
10,38,38.09807
10,39,38.821175
10,40,40.05501
10,41,40.22513
10,42,40.288544
10,43,41.71734
10,44,42.53812
10,45,41.734184
10,46,42.750057
10,47,43.175972
10,48,43.257153
10,49,42.91943
10,50,43.878376
10,51,47.67352
10,52,47.66766
10,53,44.784958
10,54,43.75906
10,55,43.488884
10,56,43.97815
10,57,44.872375
10,58,45.235092
10,59,45.30174
10,60,46.90381
10,61,50.160496
10,62,49.837963
10,63,48.751442
10,64,44.473953
10,65,44.936687
10,66,45.840725
10,67,45.790947
10,68,46.456284
10,69,46.516205
10,70,47.856316
10,71,50.093754
10,72,49.90291
10,73,48.741573
10,74,49.31513
10,75,48.867874
10,76,52.197464
10,77,52.547962
10,78,51.85656
10,79,52.329193
10,80,54.2061
11,0,37.55237
11,1,17.866074
11,2,20.497034
11,3,23.872711
11,4,25.047033
11,5,24.459408
11,6,24.02585
11,7,30.8065
11,8,31.350523
11,9,31.195536
11,10,32.93113
11,11,32.938007
11,12,31.593403
11,13,30.910683
11,14,30.433613
11,15,33.45789
11,16,32.993855
11,17,34.407482
11,18,34.78972
11,19,35.532833
11,20,37.027157
11,21,37.565735
11,22,39.715267
11,23,39.018745
11,24,38.046665
11,25,35.779556
11,26,36.69088
11,27,35.66689
11,28,34.28776
11,29,33.80973
11,30,34.180202
11,31,33.24558
11,32,35.05365
11,33,35.19862
11,34,32.19437
11,35,31.224287
11,36,30.543528
11,37,30.980099
11,38,31.508125
11,39,32.05091
11,40,29.938856
11,41,29.656
11,42,40.247185
11,43,41.218044
11,44,42.26725
11,45,41.306515
11,46,42.239124
11,47,43.053234
11,48,42.766407
11,49,42.84269
11,50,43.585983
11,51,47.12462
11,52,47.196625
11,53,44.564068
11,54,43.574135
11,55,43.327904
11,56,43.584152
11,57,44.417183
11,58,44.8436
11,59,44.81374
11,60,46.30714
11,61,49.607037
11,62,49.313515
11,63,47.775753
11,64,44.033356
11,65,44.4762
11,66,45.54122
11,67,45.561962
11,68,46.145912
11,69,46.22766
11,70,47.76278
11,71,49.77454
11,72,49.614838
11,73,48.8299
11,74,49.3249
11,75,48.93772
11,76,50.620884
11,77,52.07825
11,78,51.445614
11,79,51.82702
11,80,53.693584
12,0,48.458668
12,1,27.376574
12,2,24.180542
12,3,26.2844
12,4,26.492674
12,5,28.522346
12,6,30.995556
12,7,31.453346
12,8,35.45086
12,9,34.462475
12,10,35.93316
12,11,34.637836
12,12,32.978
12,13,31.98492
12,14,32.047386
12,15,32.45884
12,16,33.91797
12,17,32.57763
12,18,30.103872
12,19,31.87177
12,20,35.647884
12,21,34.22671
12,22,35.79126
12,23,36.47032
12,24,35.38668
12,25,33.89371
12,26,34.020313
12,27,35.687626
12,28,35.7882
12,29,38.39969
12,30,35.72755
12,31,34.68376
12,32,35.0539
12,33,36.414246
12,34,34.57034
12,35,34.801212
12,36,37.19597
12,37,35.814503
12,38,37.22659
12,39,36.50423
12,40,39.351208
12,41,36.08446
12,42,36.226665
12,43,36.797485
12,44,40.55822
12,45,43.53153
12,46,48.169846
12,47,50.572296
12,48,49.5968
12,49,42.753044
12,50,43.62881
12,51,47.015
12,52,47.26313
12,53,44.48155
12,54,43.315018
12,55,43.084625
12,56,43.231754
12,57,44.09255
12,58,44.541763
12,59,44.56657
12,60,46.079906
12,61,49.474594
12,62,48.958935
12,63,47.37588
12,64,43.607624
12,65,44.09471
12,66,45.20079
12,67,45.114166
12,68,45.853416
12,69,45.809074
12,70,47.441067
12,71,49.347145
12,72,49.489048
12,73,48.79629
12,74,49.46618
12,75,49.20132
12,76,49.65
12,77,51.953358
12,78,51.237915
12,79,51.4368
12,80,53.180347
13,0,28.585333
13,1,26.49711
13,2,28.436014
13,3,28.866653
13,4,29.113182
13,5,35.59763
13,6,36.074345
13,7,36.924522
13,8,37.532196
13,9,37.514774
13,10,38.882904
13,11,37.548763
13,12,37.866634
13,13,37.397465
13,14,36.675793
13,15,35.981
13,16,34.379265
13,17,35.135468
13,18,33.456852
13,19,33.69372
13,20,35.029114
13,21,35.590607
13,22,35.522343
13,23,34.984238
13,24,33.56111
13,25,31.206251
13,26,29.258778
13,27,29.723
13,28,31.87252
13,29,30.434654
13,30,30.83603
13,31,29.653904
13,32,33.852734
13,33,32.60383
13,34,31.10961
13,35,30.565172
13,36,32.25703
13,37,35.229862
13,38,35.233475
13,39,34.06034
13,40,35.141033
13,41,36.30419
13,42,35.73502
13,43,37.120674
13,44,35.047195
13,45,40.81478
13,46,37.36809
13,47,41.562706
13,48,46.018032
13,49,52.404
13,50,55.346333
13,51,64.03629
13,52,65.85746
13,53,63.497974
13,54,64.44703
13,55,62.60042
13,56,71.99333
13,57,97.550446
13,58,95.35289
13,59,93.54889
13,60,95.76234
13,61,104.30933
13,62,106.20133
13,63,101.64733
13,64,43.476063
13,65,43.95148
13,66,44.96146
13,67,44.92541
13,68,45.514572
13,69,45.467358
13,70,47.124832
13,71,49.016926
13,72,49.15052
13,73,48.652218
13,74,49.37439
13,75,49.39471
13,76,49.913895
13,77,51.907185
13,78,51.3566
13,79,51.434628
13,80,53.092236
14,0,55.044
14,1,33.0275
14,2,30.993334
14,3,35.5004
14,4,35.70812
14,5,37.080708
14,6,38.98087
14,7,40.497303
14,8,44.392902
14,9,42.259106
14,10,44.92855
14,11,43.337555
14,12,38.449463
14,13,40.50476
14,14,39.400608
14,15,38.845528
14,16,39.372013
14,17,37.64714
14,18,36.868774
14,19,36.58218
14,20,35.680614
14,21,34.068222
14,22,33.920296
14,23,32.74427
14,24,31.444355
14,25,30.885614
14,26,30.629532
14,27,29.71707
14,28,29.429811
14,29,28.206934
14,30,27.998524
14,31,27.724613
14,32,29.535772
14,33,30.956224
14,34,32.198223
14,35,32.68657
14,36,33.67154
14,37,34.996
14,38,35.97842
14,39,37.817158
14,40,36.286137
14,41,35.500168
14,42,32.279484
14,43,33.64191
14,44,36.41965
14,45,31.78694
14,46,33.28026
14,47,35.803566
14,48,37.842144
14,49,41.147755
14,50,46.311974
14,51,53.643
14,52,55.11319
14,53,52.51623
14,54,54.274895
14,55,54.88127
14,56,54.765335
14,57,49.928
14,58,48.90974
14,59,49.917652
14,60,54.900505
14,61,63.012047
14,62,68.41707
14,63,74.27591
14,64,85.288925
14,65,95.256744
14,66,95.6945
14,67,98.57141
14,68,99.5412
14,69,100.7765
14,70,104.225525
14,71,106.03022
14,72,105.6616
14,73,102.85733
14,74,102.388
14,75,105.057335
14,76,110.68933
14,77,107.50667
14,78,105.25778
14,79,105.09644
14,80,105.18933
15,0,24.509222
15,1,38.608856
15,2,35.48097
15,3,37.7479
15,4,34.96721
15,5,39.091473
15,6,42.55257
15,7,46.493332
15,8,44.219547
15,9,41.639107
15,10,44.41525
15,11,39.80806
15,12,37.98129
15,13,37.963417
15,14,42.410824
15,15,45.38972
15,16,44.451817
15,17,42.71273
15,18,42.097176
15,19,39.51433
15,20,34.18298
15,21,35.074486
15,22,32.915115
15,23,32.466938
15,24,32.00178
15,25,31.847227
15,26,30.205454
15,27,31.668718
15,28,29.073885
15,29,28.369125
15,30,28.81042
15,31,30.98359
15,32,32.56433
15,33,35.083748
15,34,33.651817
15,35,34.422516
15,36,37.364628
15,37,34.68046
15,38,32.66213
15,39,35.546413
15,40,34.99313
15,41,36.965717
15,42,34.52976
15,43,32.9252
15,44,30.730654
15,45,29.23494
15,46,32.580532
15,47,34.120674
15,48,34.770184
15,49,36.546364
15,50,39.53833
15,51,44.214
15,52,46.1224
15,53,46.024
15,54,47.468666
15,55,48.44789
15,56,48.321777
15,57,45.41407
15,58,45.22852
15,59,45.56536
15,60,44.99851
15,61,51.831642
15,62,52.532333
15,63,50.848938
15,64,50.715
15,65,52.592033
15,66,54.082924
15,67,54.762497
15,68,58.70363
15,69,57.93211
15,70,65.74493
15,71,80.71067
15,72,78.74934
15,73,80.04933
15,74,95.11124
15,75,103.798935
15,76,101.51778
15,77,98.72317
15,78,97.96193
15,79,90.67562
15,80,84.0928
16,0,13.904
16,1,35.373714
16,2,36.99131
16,3,38.093292
16,4,42.353966
16,5,40.082764
16,6,40.98318
16,7,42.5185
16,8,42.329174
16,9,42.65628
16,10,45.944504
16,11,44.539
16,12,42.332256
16,13,41.714832
16,14,41.268784
16,15,41.232433
16,16,40.454292
16,17,42.310757
16,18,38.96298
16,19,38.633484
16,20,39.330635
16,21,32.826515
16,22,31.876617
16,23,30.516481
16,24,29.999338
16,25,29.709637
16,26,31.0209
16,27,31.64733
16,28,31.842863
16,29,30.048792
16,30,30.932247
16,31,32.709248
16,32,35.573215
16,33,37.984814
16,34,35.404472
16,35,34.586555
16,36,31.120634
16,37,32.41712
16,38,33.942333
16,39,37.18332
16,40,34.323334
16,41,34.586655
16,42,34.550854
16,43,36.215107
16,44,36.047695
16,45,34.707676
16,46,32.372326
16,47,35.041744
16,48,35.98357
16,49,38.474438
16,50,39.05581
16,51,45.31762
16,52,46.8588
16,53,44.28481
16,54,43.51081
16,55,43.08736
16,56,44.0992
16,57,42.684475
16,58,42.539547
16,59,40.27375
16,60,39.802666
16,61,42.791046
16,62,44.820835
16,63,43.223156
16,64,44.353172
16,65,43.212795
16,66,44.671234
16,67,49.113026
16,68,48.173824
16,69,49.427612
16,70,48.789715
16,71,50.071613
16,72,50.524155
16,73,49.512154
16,74,52.015335
16,75,61.108936
16,76,73.434166
16,77,71.48075
16,78,66.05622
16,79,71.61367
16,80,80.30326
17,0,45.745335
17,1,36.336666
17,2,32.514633
17,3,36.553734
17,4,36.73486
17,5,38.09092
17,6,41.485504
17,7,46.9712
17,8,48.760937
17,9,45.71426
17,10,43.617374
17,11,39.95325
17,12,33.37132
17,13,34.90886
17,14,37.304836
17,15,37.12582
17,16,39.286167
17,17,45.0294
17,18,40.023296
17,19,37.798367
17,20,34.8392
17,21,32.92022
17,22,31.311451
17,23,32.687965
17,24,28.344772
17,25,31.686779
17,26,30.788134
17,27,33.346222
17,28,31.858524
17,29,33.343494
17,30,34.864464
17,31,36.933952
17,32,37.82939
17,33,37.879974
17,34,35.569733
17,35,32.287952
17,36,33.96706
17,37,31.252626
17,38,33.691135
17,39,33.583683
17,40,38.503372
17,41,38.14545
17,42,40.276096
17,43,40.488
17,44,42.063354
17,45,40.763725
17,46,40.58469
17,47,40.110023
17,48,39.95252
17,49,40.928528
17,50,43.254314
17,51,45.801147
17,52,45.662487
17,53,48.153744
17,54,46.78506
17,55,47.291878
17,56,46.65773
17,57,46.730934
17,58,48.120403
17,59,46.902416
17,60,46.400047
17,61,49.09625
17,62,47.74422
17,63,48.39304
17,64,46.117043
17,65,43.425423
17,66,41.02524
17,67,37.340443
17,68,42.14743
17,69,42.58168
17,70,45.16568
17,71,44.667164
17,72,46.484406
17,73,45.943333
17,74,44.024975
17,75,44.10584
17,76,43.5336
17,77,37.107765
17,78,37.440887
17,79,50.95078
17,80,61.246456
18,0,52.477333
18,1,36.95034
18,2,35.706955
18,3,38.048824
18,4,38.127857
18,5,36.973053
18,6,39.660255
18,7,37.664352
18,8,41.268562
18,9,40.063507
18,10,40.637814
18,11,36.520496
18,12,35.277916
18,13,37.651524
18,14,36.033855
18,15,34.295067
18,16,33.218204
18,17,30.616045
18,18,32.513905
18,19,28.476963
18,20,34.723885
18,21,35.72939
18,22,30.317434
18,23,27.798065
18,24,26.116207
18,25,30.154531
18,26,32.61924
18,27,32.756744
18,28,31.879221
18,29,30.749176
18,30,32.61153
18,31,33.702087
18,32,35.605526
18,33,37.3051
18,34,35.848774
18,35,35.0662
18,36,33.0599
18,37,36.05469
18,38,36.337627
18,39,36.748104
18,40,40.766518
18,41,39.249508
18,42,39.88528
18,43,45.285934
18,44,47.148502
18,45,45.302605
18,46,45.881233
18,47,45.091415
18,48,46.329002
18,49,44.428173
18,50,44.767204
18,51,48.173313
18,52,47.715492
18,53,44.561783
18,54,45.474422
18,55,46.085968
18,56,45.326416
18,57,44.38115
18,58,44.7972
18,59,48.788414
18,60,50.01958
18,61,49.46073
18,62,50.955803
18,63,45.273876
18,64,44.72998
18,65,45.34798
18,66,47.22422
18,67,47.053562
18,68,45.999676
18,69,43.85888
18,70,44.990433
18,71,42.649494
18,72,43.402527
18,73,32.69442
18,74,45.374756
18,75,43.972588
18,76,42.51714
18,77,41.402405
18,78,46.596
18,79,42.464058
18,80,42.07689
19,0,61.409332
19,1,41.04901
19,2,37.33273
19,3,35.96981
19,4,33.74256
19,5,32.357662
19,6,32.613724
19,7,35.993977
19,8,34.6119
19,9,39.67441
19,10,37.10214
19,11,33.1233
19,12,32.431244
19,13,32.514885
19,14,33.69871
19,15,33.7645
19,16,37.918694
